"AdminArea" "Province" "Municipality" "med_price_house" "newshops" "bankrupcies" "Mean_income" "tax_forms" "hotel_restaur" "Industries" "health_social"
"Waals_Gewest" "Namur" "Gedinne" 110 1 31 23.30783 2535 21 18 6
"Waals_Gewest" "Namur" "Hamois" 167 1 76 26.94654 3706 34 35 15
"Waals_Gewest" "Namur" "Havelange" 145 1 49 24.87578 2706 17 18 10
"Waals_Gewest" "Namur" "Houyet" 135 0 48 23.13721 2665 31 16 11
"Waals_Gewest" "Namur" "Onhaye" 160 0 33 24.56934 1742 19 13 2
"Waals_Gewest" "Namur" "Rochefort" 145 5 180 23.35814 6868 101 61 17
"Waals_Gewest" "Namur" "Somme_Leuze" 135 0 48 23.9792 2684 32 31 4
"Waals_Gewest" "Namur" "Yvoir" 175 0 90 27.84529 4879 49 33 9
"Waals_Gewest" "Namur" "Hastière" 120 0 80 20.46947 3358 47 12 4
"Waals_Gewest" "Namur" "Vresse_sur_Semois" 110 0 31 20.70412 1578 55 14 4
"Waals_Gewest" "Namur" "Andenne" 150 21 308 23.85555 14335 88 101 22
"Waals_Gewest" "Namur" "Assesse" 182.5 0 69 29.92113 3512 38 29 14
"Waals_Gewest" "Namur" "Eghezée" 227.5 3 159 29.06759 8370 39 68 20
"Waals_Gewest" "Namur" "Floreffe" 180 4 85 28.61539 4194 24 36 9
"Waals_Gewest" "Namur" "Fosses_la_Ville" 140 1 121 25.99141 5318 37 50 11
"Waals_Gewest" "Namur" "Gesves" 196.25 0 70 29.18554 3605 29 39 8
"Waals_Gewest" "Namur" "Mettet" 155 2 127 25.95568 6885 54 57 19
"Waals_Gewest" "Namur" "Namen" 190 104 1872 25.79787 65031 531 381 115
"Waals_Gewest" "Namur" "Ohey" 183 1 41 25.4573 2458 14 16 6
"Waals_Gewest" "Namur" "Profondeville" 180 5 153 28.58028 6434 57 53 15
"Waals_Gewest" "Namur" "Sombreffe" 185 3 119 28.07751 4300 31 53 7
"Waals_Gewest" "Namur" "Fernelmont" 210 0 118 30.14166 3752 59 75 15
"Waals_Gewest" "Namur" "Jemeppe_sur_Sambre" 150 16 228 26.05684 10106 27 30 15
"Waals_Gewest" "Namur" "La Bruyère" 220 0 82 32.56414 4583 114 88 19
"Waals_Gewest" "Namur" "Gembloux" 198 21 398 29.62032 12842 96 127 29
"Waals_Gewest" "Namur" "Cerfontaine" 122 0 42 23.54701 2620 24 19 5
"Waals_Gewest" "Namur" "Couvin" 103 12 185 21.23251 7988 75 80 21
"Waals_Gewest" "Namur" "Doische" 112.5 0 18 21.66926 1640 13 8 3
"Waals_Gewest" "Namur" "Florennes" 140 3 130 24.31067 6252 46 44 17
"Waals_Gewest" "Namur" "Philippeville" 152.5 16 109 22.98197 5116 44 30 12
"Waals_Gewest" "Namur" "Walcourt" 146.75 3 190 26.72879 10089 70 61 13
"Waals_Gewest" "Namur" "Viroinval" 100 0 59 20.48201 3533 34 22 3
